N,P,K,temperature,humidity,pH,rainfall,crop,best_season,planting_months,cultivation_duration,harvest_months,water_requirement
164.5999748139394,30.04139773700343,122.7083735083882,27.84104149227433,59.40223219859635,6.64889078303944,1071.3971417451028,cotton,Summer,April-June,180,October-December,High
125.38954515432503,36.8150744270613,129.96817758691327,28.910922441482207,56.99956206991887,6.721269779061841,807.2849723097742,cotton,Summer,April-June,180,October-December,High
150.2843685228211,27.99098637113889,105.19196930554638,25.539325828408717,67.91366275973155,6.071859479318879,648.4935583158041,cotton,Summer,April-June,180,October-December,High
135.0858091312478,28.471442883028796,147.89176522242514,31.0970819553676,59.912066310072966,7.680158418934038,710.6375219287299,cotton,Summer,April-June,180,October-December,High
149.51255756764942,25.392210649485072,133.5684004448398,28.27566293922126,60.24732105762493,6.950947929598812,1031.3466855845295,cotton,Summer,April-June,180,October-December,High
167.5176608680029,27.54362378433774,119.92796120720638,26.64392684328414,75.10273115152829,6.174335810517937,722.2658402196234,cotton,Summer,April-June,180,October-December,High
144.68465590562792,43.95465608012611,106.31850709735023,27.632461748305445,68.90590985064432,7.942122696670437,710.7065473028466,cotton,Summer,April-June,180,October-December,High
128.58488372503882,42.1577837049248,115.44304496182316,32.72873936381853,63.47424815432053,7.2494818892990525,871.8929688415808,cotton,Summer,April-June,180,October-December,High
163.93427484553726,26.75545828246881,133.40903309789525,29.717563093908744,67.39548681621348,7.770786623076873,627.7383345695347,cotton,Summer,April-June,180,October-December,High
146.23689889467704,33.07097241627377,106.8483317272118,26.406533392336662,72.91579841755079,6.914894089579134,660.7417493742611,cotton,Summer,April-June,180,October-December,High
135.4958614732298,34.61572336359455,149.60079846984178,29.766204563105404,74.09038247404142,7.310630931378882,1003.8512502264952,cotton,Summer,April-June,180,October-December,High
122.43055037647932,27.4582236508449,110.15352964600312,29.148476065605458,74.19652307814638,6.684294234153483,1005.9575415963664,cotton,Summer,April-June,180,October-December,High
162.558857688209,36.72364708176683,117.8620984085068,28.462660507879303,71.36552983788657,7.069517351769798,764.287484539078,cotton,Summer,April-June,180,October-December,High
127.63094721795063,26.446967676721147,143.9265374603578,25.83873738552012,79.82009945465036,6.464036253964369,912.1425475552836,cotton,Summer,April-June,180,October-December,High
135.7267783210078,31.860880115860205,120.53502002932716,28.29005729662233,64.78635676986178,7.384915352003154,845.5373732327,cotton,Summer,April-June,180,October-December,High
150.1840993579217,36.68449577663437,146.00984930371368,34.43565217156977,56.04700984596938,5.908148751967141,875.2798007689037,cotton,Summer,April-June,180,October-December,High
172.57754091143624,25.38086818548584,136.6227314566865,33.53629928527957,61.04819320298091,7.8528490865710365,915.4548775872298,cotton,Summer,April-June,180,October-December,High
175.2068287993577,34.405924453831496,101.4498372167974,29.39029243980448,56.12202541181795,7.317606356923276,831.2818817166038,cotton,Summer,April-June,180,October-December,High
123.86944082735076,36.48587079417148,131.1014739626005,26.243453174424108,60.35679523275649,6.912633056381978,992.2090238412552,cotton,Summer,April-June,180,October-December,High
120.76538878244584,38.90459311495472,120.89996084601758,33.61008821308013,70.39060991707817,7.044226463098052,911.5586889690644,cotton,Summer,April-June,180,October-December,High
128.03849200498686,38.430236145620746,100.21797899782902,28.502366143270766,77.92746262929485,7.834232431891397,654.0019839542839,cotton,Summer,April-June,180,October-December,High
142.41397716234485,29.28600144645757,129.25608304635622,25.948842301475747,63.325190826306105,6.77441101569232,616.4042827397219,cotton,Summer,April-June,180,October-December,High
161.3820920917121,39.49741707159761,134.9058462041762,28.19652062255301,75.26082283932926,6.484140647042673,647.8386825968524,cotton,Summer,April-June,180,October-December,High
178.82824786698427,34.87694029483123,100.48501774615212,27.72467184033096,75.79463250462898,6.108098586695304,754.5986761518076,cotton,Summer,April-June,180,October-December,High
176.60143792259288,32.30167346568801,145.62921089624115,30.785853485929497,56.877341145132846,7.517147966065448,962.6098908074788,cotton,Summer,April-June,180,October-December,High
158.2801941129749,37.57442774051164,127.68641156991806,31.06719579782232,70.66959542629611,7.970110840662356,951.499472364334,cotton,Summer,April-June,180,October-December,High
132.93838576355094,26.676083181901216,124.14472182992994,32.76946388392521,76.81157037709185,6.930977530362401,998.0072543759604,cotton,Summer,April-June,180,October-December,High
151.6242563108075,25.764055675147823,130.7607448298457,29.43783579282336,69.27132563860782,7.621695228703355,675.6002630763859,cotton,Summer,April-June,180,October-December,High
129.85109784338152,27.46927147461472,149.00259714882424,30.94331733926596,69.84026361116037,6.666182173236683,709.1624297872941,cotton,Summer,April-June,180,October-December,High
156.56671783963674,37.87104245974835,104.4003013755726,26.713245444543748,71.69004283958088,7.7657760836965615,786.8478704683431,cotton,Summer,April-June,180,October-December,High
143.4039639448577,42.27154006278292,146.4630487598946,28.13369406430358,66.55903618119348,6.467597076189134,1014.6891875807784,cotton,Summer,April-June,180,October-December,High
134.74501873115327,36.539183002419584,113.72722923702224,32.81523129533067,78.27019180861905,7.613007879065623,602.5556114741108,cotton,Summer,April-June,180,October-December,High
139.36102242466922,37.89812647729834,142.5742224656997,30.64819162886396,63.48008578179795,7.140229861065317,1009.5230297504268,cotton,Summer,April-June,180,October-December,High
147.03219234402457,25.232897990061925,127.840607157037,27.6459711188103,67.98754636912453,7.255353513121585,884.1189141211536,cotton,Summer,April-June,180,October-December,High
124.0050152910454,27.32891048169423,129.82372887719762,32.36279898783422,69.28348821132693,6.404954222342008,638.2296619366876,cotton,Summer,April-June,180,October-December,High
139.7247593009764,39.40867404451556,132.18853040506224,29.296027434485467,68.85806495209138,6.532200394401678,962.3388138761088,cotton,Summer,April-June,180,October-December,High
153.20566204722408,25.227793361771056,134.82535917384445,31.48695042533036,70.93613446794755,6.627291940440144,1052.4526608761546,cotton,Summer,April-June,180,October-December,High
135.13091890915615,29.07434786555333,117.01924188387746,33.17984771077205,69.69236173828281,6.84844947587604,742.1114448186946,cotton,Summer,April-June,180,October-December,High
178.66276876953,27.15849109929988,146.5972069827186,30.14929495392483,59.13426063782965,7.809871625085929,852.173031273359,cotton,Summer,April-June,180,October-December,High
157.80207465254628,31.81151874842237,115.05795098927229,32.249102718360845,65.9012074493147,7.07210552957293,839.1022436083106,cotton,Summer,April-June,180,October-December,High
142.01746990901972,26.677959212578187,102.61381861361028,30.79536369149981,62.166514532175576,6.357605685280635,635.638492478662,cotton,Summer,April-June,180,October-December,High
122.33242182100136,38.17885587869485,113.62788744077002,26.03774708634741,75.32321013484842,7.717400497557878,832.7962965971998,cotton,Summer,April-June,180,October-December,High
142.91748114271613,36.2860212933966,105.72664341631742,28.05576459327826,67.94097339223586,7.9933791061876125,804.2668212944244,cotton,Summer,April-June,180,October-December,High
141.83396438971994,41.66548610057515,122.71353621802126,28.482306397073685,72.75524620790662,7.383028509183957,651.5775438921056,cotton,Summer,April-June,180,October-December,High
132.70300670771795,27.90572019491573,115.81461743628122,33.46119185555112,73.39294966945275,7.94735528927019,723.2791557921881,cotton,Summer,April-June,180,October-December,High
143.83365177397394,36.42640030866205,147.65623062539825,29.56127208946633,55.750505642933405,6.936819298868142,993.17151656529,cotton,Summer,April-June,180,October-December,High
138.90049651138645,36.510990156622064,147.5296982965562,30.471276425689005,56.01962533588795,7.690086791452713,709.610694805847,cotton,Summer,April-June,180,October-December,High
175.3499337781502,42.05332306203441,138.74417161264745,27.201098300191635,60.02932417784752,6.6640172512933,842.1027380634081,cotton,Summer,April-June,180,October-December,High
150.301682768926,25.609930957055088,106.59051867487295,29.643317447951528,61.33495268898432,7.750497111571682,960.8062881750832,cotton,Summer,April-June,180,October-December,High
142.19993315759865,39.81559734321345,139.20935896160398,29.22868409059087,67.92875905709693,7.47922741844695,946.8536279205358,cotton,Summer,April-June,180,October-December,High
148.19072609902048,31.615859828553116,137.74701000791646,27.04504338692796,63.44924948101197,6.5245777533499005,666.3514016569618,cotton,Summer,April-June,180,October-December,High
133.55288477601457,37.24317317886458,121.64865249198532,28.99040452048304,79.4978608195595,5.956254048828519,834.1807708790685,cotton,Summer,April-June,180,October-December,High
172.32636382479487,30.778740333151653,104.31245856519824,32.021643286483126,67.83049939569547,7.860444345647613,781.5342477735451,cotton,Summer,April-June,180,October-December,High
139.45881983253483,39.32329076355222,106.7709424908914,30.76405551453633,74.8000781532549,6.440846243852112,446.3074035636864,cotton,Summer,April-June,180,October-December,High
163.0442133243126,43.86596794491305,126.38861045344385,33.112305584013576,60.56623088066964,6.988064222973513,547.5307417912999,cotton,Summer,April-June,180,October-December,High
156.16845193600557,44.71983144341319,146.8882279659112,28.258901433936423,66.89137577312293,7.696736508244868,684.5217714255547,cotton,Summer,April-June,180,October-December,High
173.70400337617286,32.859015299827064,148.08812391727344,29.67849183292043,71.43610817943662,6.714729336552202,592.346452925829,cotton,Summer,April-June,180,October-December,High
134.67697644313597,39.922619564772845,126.0407793072041,32.09804713272372,78.76480032689847,6.39082570936541,648.514188734845,cotton,Summer,April-June,180,October-December,High
139.37406411467407,34.6254790365521,130.86771254940336,30.522222801738465,71.5243455162419,6.690803791393657,463.47921275126447,cotton,Summer,April-June,180,October-December,High
164.03522221726203,33.220943871121165,117.7565882012858,34.61640492315304,67.78668850106544,6.695761456627675,530.942926011408,cotton,Summer,April-June,180,October-December,High
149.8292289529723,27.695715698348764,124.80377392502656,30.441801159419537,68.58674674953409,6.172028580925433,440.3634516146449,cotton,Summer,April-June,180,October-December,High
159.56940348747506,33.03587340666728,145.4490445957432,34.32645717341168,70.12375032869261,7.203447077075264,646.134358247548,cotton,Summer,April-June,180,October-December,High
169.2276774094989,42.07896926029088,108.60971337128773,28.685624690277137,79.00029702047814,6.396119057316683,491.4005118987447,cotton,Summer,April-June,180,October-December,High
121.91308771251552,26.521999779615484,113.69574353149518,27.709092232468716,76.38520405260721,6.239720544228776,474.1950764425116,cotton,Summer,April-June,180,October-December,High
120.34623967757808,33.586455314083906,120.39424634251796,32.979431892533,69.07816484730117,6.050679592777995,616.3653723524664,cotton,Summer,April-June,180,October-December,High
163.70825673351553,25.001056538645937,147.6960401923361,32.020971883794914,73.02233047630244,7.591259287520259,689.2741429085713,cotton,Summer,April-June,180,October-December,High
168.58731172128628,41.74438285917397,104.66436923609842,25.15643295307434,78.34646989464349,7.425311663620915,707.1733406854692,cotton,Summer,April-June,180,October-December,High
176.7377806649398,33.85874243468872,129.96467831552394,31.78547341418161,69.26403511561516,6.847944245687605,698.5107908352957,cotton,Summer,April-June,180,October-December,High
161.2171464831263,40.83813076844474,129.15093237220682,25.760847267655077,67.5279925206337,7.799619037067199,701.4372630028389,cotton,Summer,April-June,180,October-December,High
121.40754130326928,31.58833314748886,126.84341089853012,25.643192231935835,65.05926348853436,7.803748847121888,670.8973831889289,cotton,Summer,April-June,180,October-December,High
155.35604032540002,35.64235944917566,113.3188820715012,26.274997266719858,57.32575936852239,7.778796786018438,696.7572510276972,cotton,Summer,April-June,180,October-December,High
143.03693365577837,39.736336636594,123.7971108773862,29.026114383401627,77.257563927838,6.069682944315803,696.938944395847,cotton,Summer,April-June,180,October-December,High
142.03042886587752,25.37761757152469,105.0265179345918,29.540965933775368,73.36217600806009,6.891682854877834,620.788594280436,cotton,Summer,April-June,180,October-December,High
161.91813536591735,39.07871814655662,124.6260927010254,28.34735326579279,72.38721147944126,7.812749530267309,556.542885753797,cotton,Summer,April-June,180,October-December,High
138.45930524138018,25.84668985036607,131.6767646808085,29.50265193496638,59.98452047526568,6.346778636639604,497.3296814353489,cotton,Summer,April-June,180,October-December,High
134.53175352078853,28.381154982674115,138.74292010909778,32.70814521664321,63.180529579036346,6.085353767578059,545.2012032801131,cotton,Summer,April-June,180,October-December,High
157.99700893997974,41.21441345890349,102.2375716963119,30.069301160771943,72.18474781714286,6.4521695945146735,489.6429180081216,cotton,Summer,April-June,180,October-December,High
